strategy,feasible,expected_cost,expected_profit,num_states,infeasible_reason
0100101100000011,0,inf,-inf,0,Singular matrix
0100101100000100,1,298.133898,-98.133898,179,
0100101100000101,0,inf,-inf,0,Singular matrix
0100101100000110,1,259.149949,-59.149949,179,
0100101100000111,0,inf,-inf,0,Singular matrix
0100101100001000,1,298.133898,-98.133898,179,
0100101100001001,0,inf,-inf,0,Singular matrix
0100101100001010,1,259.149949,-59.149949,179,
0100101100001011,0,inf,-inf,0,Singular matrix
0100101100001100,1,298.133898,-98.133898,179,
0100101100001101,0,inf,-inf,0,Singular matrix
0100101100001110,1,259.149949,-59.149949,179,
0100101100001111,0,inf,-inf,0,Singular matrix
0100101100010000,1,298.133898,-98.133898,179,
0100101100010001,0,inf,-inf,0,Singular matrix
0100101100010010,1,259.149949,-59.149949,179,
0100101100010011,0,inf,-inf,0,Singular matrix
0100101100010100,1,298.133898,-98.133898,179,
0100101100010101,0,inf,-inf,0,Singular matrix
0100101100010110,1,259.149949,-59.149949,179,
0100101100010111,0,inf,-inf,0,Singular matrix
0100101100011000,1,298.133898,-98.133898,179,
0100101100011001,0,inf,-inf,0,Singular matrix
0100101100011010,1,259.149949,-59.149949,179,
0100101100011011,0,inf,-inf,0,Singular matrix
0100101100011100,1,298.133898,-98.133898,179,
0100101100011101,0,inf,-inf,0,Singular matrix
0100101100011110,1,259.149949,-59.149949,179,
0100101100011111,0,inf,-inf,0,Singular matrix
0100101100100000,1,281.407885,-81.407885,204,
0100101100100001,0,inf,-inf,0,Singular matrix
0100101100100010,1,250.322331,-50.322331,204,
0100101100100011,0,inf,-inf,0,Singular matrix
0100101100100100,1,276.865017,-76.865017,204,
0100101100100101,0,inf,-inf,0,Singular matrix
0100101100100110,1,245.779464,-45.779464,204,
0100101100100111,0,inf,-inf,0,Singular matrix
0100101100101000,1,281.407885,-81.407885,204,
0100101100101001,0,inf,-inf,0,Singular matrix
0100101100101010,1,250.322331,-50.322331,204,
0100101100101011,0,inf,-inf,0,Singular matrix
0100101100101100,1,276.865017,-76.865017,204,
0100101100101101,0,inf,-inf,0,Singular matrix
0100101100101110,1,245.779464,-45.779464,204,
0100101100101111,0,inf,-inf,0,Singular matrix
0100101100110000,1,281.407885,-81.407885,204,
0100101100110001,0,inf,-inf,0,Singular matrix
0100101100110010,1,250.322331,-50.322331,204,
0100101100110011,0,inf,-inf,0,Singular matrix
0100101100110100,1,276.865017,-76.865017,204,
0100101100110101,0,inf,-inf,0,Singular matrix
0100101100110110,1,245.779464,-45.779464,204,
0100101100110111,0,inf,-inf,0,Singular matrix
0100101100111000,1,281.407885,-81.407885,204,
0100101100111001,0,inf,-inf,0,Singular matrix
0100101100111010,1,250.322331,-50.322331,204,
0100101100111011,0,inf,-inf,0,Singular matrix
0100101100111100,1,276.865017,-76.865017,204,
0100101100111101,0,inf,-inf,0,Singular matrix
0100101100111110,1,245.779464,-45.779464,204,
0100101100111111,0,inf,-inf,0,Singular matrix
0100101101000000,1,235.937394,-35.937394,104,
0100101101000001,0,inf,-inf,0,Singular matrix
0100101101000010,1,218.358095,-18.358095,104,
0100101101000011,0,inf,-inf,0,Singular matrix
0100101101000100,1,235.937394,-35.937394,104,
0100101101000101,0,inf,-inf,0,Singular matrix
0100101101000110,1,218.358095,-18.358095,104,
0100101101000111,0,inf,-inf,0,Singular matrix
0100101101001000,0,inf,-inf,0,Singular matrix
0100101101001001,0,inf,-inf,0,Singular matrix
0100101101001010,0,inf,-inf,0,Singular matrix
0100101101001011,0,inf,-inf,0,Singular matrix
0100101101001100,0,inf,-inf,0,Singular matrix
0100101101001101,0,inf,-inf,0,Singular matrix
0100101101001110,0,inf,-inf,0,Singular matrix
0100101101001111,0,inf,-inf,0,Singular matrix
0100101101010000,1,235.937394,-35.937394,104,
0100101101010001,0,inf,-inf,0,Singular matrix
0100101101010010,1,218.358095,-18.358095,104,
0100101101010011,0,inf,-inf,0,Singular matrix
0100101101010100,1,235.937394,-35.937394,104,
0100101101010101,0,inf,-inf,0,Singular matrix
0100101101010110,1,218.358095,-18.358095,104,
0100101101010111,0,inf,-inf,0,Singular matrix
0100101101011000,0,inf,-inf,0,Singular matrix
0100101101011001,0,inf,-inf,0,Singular matrix
0100101101011010,0,inf,-inf,0,Singular matrix
0100101101011011,0,inf,-inf,0,Singular matrix
0100101101011100,0,inf,-inf,0,Singular matrix
0100101101011101,0,inf,-inf,0,Singular matrix
0100101101011110,0,inf,-inf,0,Singular matrix
0100101101011111,0,inf,-inf,0,Singular matrix
0100101101100000,1,220.800352,-20.800352,109,
0100101101100001,0,inf,-inf,0,Singular matrix
0100101101100010,1,208.978984,-8.978984,109,
0100101101100011,0,inf,-inf,0,Singular matrix
0100101101100100,1,217.488602,-17.488602,109,
0100101101100101,0,inf,-inf,0,Singular matrix
0100101101100110,1,205.667233,-5.667233,109,
0100101101100111,0,inf,-inf,0,Singular matrix
0100101101101000,0,inf,-inf,0,Singular matrix
0100101101101001,0,inf,-inf,0,Singular matrix
0100101101101010,0,inf,-inf,0,Singular matrix
0100101101101011,0,inf,-inf,0,Singular matrix
0100101101101100,0,inf,-inf,0,Singular matrix
0100101101101101,0,inf,-inf,0,Singular matrix
0100101101101110,0,inf,-inf,0,Singular matrix
0100101101101111,0,inf,-inf,0,Singular matrix
0100101101110000,1,220.800352,-20.800352,109,
0100101101110001,0,inf,-inf,0,Singular matrix
0100101101110010,1,208.978984,-8.978984,109,
0100101101110011,0,inf,-inf,0,Singular matrix
0100101101110100,1,217.488602,-17.488602,109,
0100101101110101,0,inf,-inf,0,Singular matrix
0100101101110110,1,205.667233,-5.667233,109,
0100101101110111,0,inf,-inf,0,Singular matrix
0100101101111000,0,inf,-inf,0,Singular matrix
0100101101111001,0,inf,-inf,0,Singular matrix
0100101101111010,0,inf,-inf,0,Singular matrix
0100101101111011,0,inf,-inf,0,Singular matrix
0100101101111100,0,inf,-inf,0,Singular matrix
0100101101111101,0,inf,-inf,0,Singular matrix
0100101101111110,0,inf,-inf,0,Singular matrix
0100101101111111,0,inf,-inf,0,Singular matrix
0100101110000000,1,235.937394,-35.937394,48,
0100101110000001,0,inf,-inf,0,Singular matrix
0100101110000010,1,218.358095,-18.358095,48,
0100101110000011,0,inf,-inf,0,Singular matrix
0100101110000100,1,235.937394,-35.937394,48,
0100101110000101,0,inf,-inf,0,Singular matrix
0100101110000110,1,218.358095,-18.358095,48,
0100101110000111,0,inf,-inf,0,Singular matrix
0100101110001000,1,235.937394,-35.937394,48,
0100101110001001,0,inf,-inf,0,Singular matrix
0100101110001010,1,218.358095,-18.358095,48,
0100101110001011,0,inf,-inf,0,Singular matrix
0100101110001100,1,235.937394,-35.937394,48,
0100101110001101,0,inf,-inf,0,Singular matrix
0100101110001110,1,218.358095,-18.358095,48,
0100101110001111,0,inf,-inf,0,Singular matrix
0100101110010000,0,inf,-inf,0,Singular matrix
0100101110010001,0,inf,-inf,0,Singular matrix
0100101110010010,0,inf,-inf,0,Singular matrix
0100101110010011,0,inf,-inf,0,Singular matrix
0100101110010100,0,inf,-inf,0,Singular matrix
0100101110010101,0,inf,-inf,0,Singular matrix
0100101110010110,0,inf,-inf,0,Singular matrix
0100101110010111,0,inf,-inf,0,Singular matrix
0100101110011000,0,inf,-inf,0,Singular matrix
0100101110011001,0,inf,-inf,0,Singular matrix
0100101110011010,0,inf,-inf,0,Singular matrix
0100101110011011,0,inf,-inf,0,Singular matrix
0100101110011100,0,inf,-inf,0,Singular matrix
0100101110011101,0,inf,-inf,0,Singular matrix
0100101110011110,0,inf,-inf,0,Singular matrix
0100101110011111,0,inf,-inf,0,Singular matrix
0100101110100000,1,220.800352,-20.800352,53,
0100101110100001,0,inf,-inf,0,Singular matrix
0100101110100010,1,208.978984,-8.978984,53,
0100101110100011,0,inf,-inf,0,Singular matrix
0100101110100100,1,217.488602,-17.488602,53,
0100101110100101,0,inf,-inf,0,Singular matrix
0100101110100110,1,205.667233,-5.667233,53,
0100101110100111,0,inf,-inf,0,Singular matrix
0100101110101000,1,220.800352,-20.800352,53,
0100101110101001,0,inf,-inf,0,Singular matrix
0100101110101010,1,208.978984,-8.978984,53,
0100101110101011,0,inf,-inf,0,Singular matrix
0100101110101100,1,217.488602,-17.488602,53,
0100101110101101,0,inf,-inf,0,Singular matrix
0100101110101110,1,205.667233,-5.667233,53,
0100101110101111,0,inf,-inf,0,Singular matrix
0100101110110000,0,inf,-inf,0,Singular matrix
0100101110110001,0,inf,-inf,0,Singular matrix
0100101110110010,0,inf,-inf,0,Singular matrix
0100101110110011,0,inf,-inf,0,Singular matrix
0100101110110100,0,inf,-inf,0,Singular matrix
0100101110110101,0,inf,-inf,0,Singular matrix
0100101110110110,0,inf,-inf,0,Singular matrix
0100101110110111,0,inf,-inf,0,Singular matrix
0100101110111000,0,inf,-inf,0,Singular matrix
0100101110111001,0,inf,-inf,0,Singular matrix
0100101110111010,0,inf,-inf,0,Singular matrix
0100101110111011,0,inf,-inf,0,Singular matrix
0100101110111100,0,inf,-inf,0,Singular matrix
0100101110111101,0,inf,-inf,0,Singular matrix
0100101110111110,0,inf,-inf,0,Singular matrix
0100101110111111,0,inf,-inf,0,Singular matrix
0100101111000000,1,182.618503,17.381497,33,
0100101111000001,0,inf,-inf,0,Singular matrix
0100101111000010,1,180.643195,19.356805,33,
0100101111000011,0,inf,-inf,0,Singular matrix
0100101111000100,1,182.618503,17.381497,33,
0100101111000101,0,inf,-inf,0,Singular matrix
0100101111000110,1,180.643195,19.356805,33,
0100101111000111,0,inf,-inf,0,Singular matrix
0100101111001000,0,inf,-inf,0,Singular matrix
0100101111001001,0,inf,-inf,0,Singular matrix
0100101111001010,0,inf,-inf,0,Singular matrix
0100101111001011,0,inf,-inf,0,Singular matrix
0100101111001100,0,inf,-inf,0,Singular matrix
0100101111001101,0,inf,-inf,0,Singular matrix
0100101111001110,0,inf,-inf,0,Singular matrix
0100101111001111,0,inf,-inf,0,Singular matrix
0100101111010000,0,inf,-inf,0,Singular matrix
0100101111010001,0,inf,-inf,0,Singular matrix
0100101111010010,0,inf,-inf,0,Singular matrix
0100101111010011,0,inf,-inf,0,Singular matrix
0100101111010100,0,inf,-inf,0,Singular matrix
0100101111010101,0,inf,-inf,0,Singular matrix
0100101111010110,0,inf,-inf,0,Singular matrix
0100101111010111,0,inf,-inf,0,Singular matrix
0100101111011000,0,inf,-inf,0,Singular matrix
0100101111011001,0,inf,-inf,0,Singular matrix
0100101111011010,0,inf,-inf,0,Singular matrix
0100101111011011,0,inf,-inf,0,Singular matrix
0100101111011100,0,inf,-inf,0,Singular matrix
0100101111011101,0,inf,-inf,0,Singular matrix
0100101111011110,0,inf,-inf,0,Singular matrix
0100101111011111,0,inf,-inf,0,Singular matrix
0100101111100000,1,169.437586,30.562414,34,
0100101111100001,1,154.938272,45.061728,34,
0100101111100010,1,171.659808,28.340192,34,
0100101111100011,1,157.160494,42.839506,34,
0100101111100100,1,167.02332,32.97668,34,
0100101111100101,1,152.765432,47.234568,34,
0100101111100110,1,169.245542,30.754458,34,
0100101111100111,1,154.987654,45.012346,34,
0100101111101000,0,inf,-inf,0,Singular matrix
0100101111101001,0,inf,-inf,0,Singular matrix
0100101111101010,0,inf,-inf,0,Singular matrix
0100101111101011,0,inf,-inf,0,Singular matrix
0100101111101100,0,inf,-inf,0,Singular matrix
0100101111101101,0,inf,-inf,0,Singular matrix
0100101111101110,0,inf,-inf,0,Singular matrix
0100101111101111,0,inf,-inf,0,Singular matrix
0100101111110000,0,inf,-inf,0,Singular matrix
0100101111110001,0,inf,-inf,0,Singular matrix
0100101111110010,0,inf,-inf,0,Singular matrix
0100101111110011,0,inf,-inf,0,Singular matrix
0100101111110100,0,inf,-inf,0,Singular matrix
0100101111110101,0,inf,-inf,0,Singular matrix
0100101111110110,0,inf,-inf,0,Singular matrix
0100101111110111,0,inf,-inf,0,Singular matrix
0100101111111000,0,inf,-inf,0,Singular matrix
0100101111111001,0,inf,-inf,0,Singular matrix
0100101111111010,0,inf,-inf,0,Singular matrix
0100101111111011,0,inf,-inf,0,Singular matrix
0100101111111100,0,inf,-inf,0,Singular matrix
0100101111111101,0,inf,-inf,0,Singular matrix
0100101111111110,0,inf,-inf,0,Singular matrix
0100101111111111,0,inf,-inf,0,Singular matrix
0100110000000000,1,330.541981,-130.541981,224,
0100110000000001,0,inf,-inf,0,Singular matrix
0100110000000010,1,282.782038,-82.782038,224,
0100110000000011,0,inf,-inf,0,Singular matrix
0100110000000100,1,330.541981,-130.541981,224,
0100110000000101,0,inf,-inf,0,Singular matrix
0100110000000110,1,282.782038,-82.782038,224,
0100110000000111,0,inf,-inf,0,Singular matrix
0100110000001000,1,330.541981,-130.541981,224,
0100110000001001,0,inf,-inf,0,Singular matrix
0100110000001010,1,282.782038,-82.782038,224,
0100110000001011,0,inf,-inf,0,Singular matrix
0100110000001100,1,330.541981,-130.541981,224,
0100110000001101,0,inf,-inf,0,Singular matrix
0100110000001110,1,282.782038,-82.782038,224,
0100110000001111,0,inf,-inf,0,Singular matrix
0100110000010000,1,330.541981,-130.541981,224,
0100110000010001,0,inf,-inf,0,Singular matrix
0100110000010010,1,282.782038,-82.782038,224,
0100110000010011,0,inf,-inf,0,Singular matrix
0100110000010100,1,330.541981,-130.541981,224,
0100110000010101,0,inf,-inf,0,Singular matrix
0100110000010110,1,282.782038,-82.782038,224,
0100110000010111,0,inf,-inf,0,Singular matrix
0100110000011000,1,330.541981,-130.541981,224,
0100110000011001,0,inf,-inf,0,Singular matrix
0100110000011010,1,282.782038,-82.782038,224,
0100110000011011,0,inf,-inf,0,Singular matrix
0100110000011100,1,330.541981,-130.541981,224,
0100110000011101,0,inf,-inf,0,Singular matrix
0100110000011110,1,282.782038,-82.782038,224,
0100110000011111,0,inf,-inf,0,Singular matrix
0100110000100000,1,260.035758,-60.035758,239,
0100110000100001,0,inf,-inf,0,Singular matrix
0100110000100010,1,236.058759,-36.058759,239,
0100110000100011,0,inf,-inf,0,Singular matrix
0100110000100100,0,inf,-inf,0,Singular matrix
0100110000100101,0,inf,-inf,0,Singular matrix
0100110000100110,0,inf,-inf,0,Singular matrix
0100110000100111,0,inf,-inf,0,Singular matrix
0100110000101000,1,260.035758,-60.035758,239,
0100110000101001,0,inf,-inf,0,Singular matrix
0100110000101010,1,236.058759,-36.058759,239,
0100110000101011,0,inf,-inf,0,Singular matrix
0100110000101100,0,inf,-inf,0,Singular matrix
0100110000101101,0,inf,-inf,0,Singular matrix
0100110000101110,0,inf,-inf,0,Singular matrix
0100110000101111,0,inf,-inf,0,Singular matrix
0100110000110000,1,260.035758,-60.035758,239,
0100110000110001,0,inf,-inf,0,Singular matrix
0100110000110010,1,236.058759,-36.058759,239,
0100110000110011,0,inf,-inf,0,Singular matrix
0100110000110100,0,inf,-inf,0,Singular matrix
0100110000110101,0,inf,-inf,0,Singular matrix
0100110000110110,0,inf,-inf,0,Singular matrix
0100110000110111,0,inf,-inf,0,Singular matrix
0100110000111000,1,260.035758,-60.035758,239,
0100110000111001,0,inf,-inf,0,Singular matrix
0100110000111010,1,236.058759,-36.058759,239,
0100110000111011,0,inf,-inf,0,Singular matrix
0100110000111100,0,inf,-inf,0,Singular matrix
0100110000111101,0,inf,-inf,0,Singular matrix
0100110000111110,0,inf,-inf,0,Singular matrix
0100110000111111,0,inf,-inf,0,Singular matrix
0100110001000000,1,287.900974,-87.900974,119,
0100110001000001,0,inf,-inf,0,Singular matrix
0100110001000010,1,256.81542,-56.81542,119,
0100110001000011,0,inf,-inf,0,Singular matrix
0100110001000100,1,287.900974,-87.900974,119,
0100110001000101,0,inf,-inf,0,Singular matrix
0100110001000110,1,256.81542,-56.81542,119,
0100110001000111,0,inf,-inf,0,Singular matrix
0100110001001000,0,inf,-inf,0,Singular matrix
0100110001001001,0,inf,-inf,0,Singular matrix
0100110001001010,0,inf,-inf,0,Singular matrix
0100110001001011,0,inf,-inf,0,Singular matrix
0100110001001100,0,inf,-inf,0,Singular matrix
0100110001001101,0,inf,-inf,0,Singular matrix
0100110001001110,0,inf,-inf,0,Singular matrix
0100110001001111,0,inf,-inf,0,Singular matrix
0100110001010000,1,287.900974,-87.900974,119,
0100110001010001,0,inf,-inf,0,Singular matrix
0100110001010010,1,256.81542,-56.81542,119,
0100110001010011,0,inf,-inf,0,Singular matrix
0100110001010100,1,287.900974,-87.900974,119,
0100110001010101,0,inf,-inf,0,Singular matrix
0100110001010110,1,256.81542,-56.81542,119,
0100110001010111,0,inf,-inf,0,Singular matrix
0100110001011000,0,inf,-inf,0,Singular matrix
0100110001011001,0,inf,-inf,0,Singular matrix
0100110001011010,0,inf,-inf,0,Singular matrix
0100110001011011,0,inf,-inf,0,Singular matrix
0100110001011100,0,inf,-inf,0,Singular matrix
0100110001011101,0,inf,-inf,0,Singular matrix
0100110001011110,0,inf,-inf,0,Singular matrix
0100110001011111,0,inf,-inf,0,Singular matrix
0100110001100000,1,223.267439,-23.267439,124,
0100110001100001,0,inf,-inf,0,Singular matrix
0100110001100010,1,211.44607,-11.44607,124,
0100110001100011,0,inf,-inf,0,Singular matrix
0100110001100100,0,inf,-inf,0,Singular matrix
0100110001100101,0,inf,-inf,0,Singular matrix
0100110001100110,0,inf,-inf,0,Singular matrix
0100110001100111,0,inf,-inf,0,Singular matrix
0100110001101000,0,inf,-inf,0,Singular matrix
0100110001101001,0,inf,-inf,0,Singular matrix
0100110001101010,0,inf,-inf,0,Singular matrix
0100110001101011,0,inf,-inf,0,Singular matrix
0100110001101100,0,inf,-inf,0,Singular matrix
0100110001101101,0,inf,-inf,0,Singular matrix
0100110001101110,0,inf,-inf,0,Singular matrix
0100110001101111,0,inf,-inf,0,Singular matrix
0100110001110000,1,223.267439,-23.267439,124,
0100110001110001,0,inf,-inf,0,Singular matrix
0100110001110010,1,211.44607,-11.44607,124,
0100110001110011,0,inf,-inf,0,Singular matrix
0100110001110100,0,inf,-inf,0,Singular matrix
0100110001110101,0,inf,-inf,0,Singular matrix
0100110001110110,0,inf,-inf,0,Singular matrix
0100110001110111,0,inf,-inf,0,Singular matrix
0100110001111000,0,inf,-inf,0,Singular matrix
0100110001111001,0,inf,-inf,0,Singular matrix
0100110001111010,0,inf,-inf,0,Singular matrix
0100110001111011,0,inf,-inf,0,Singular matrix
0100110001111100,0,inf,-inf,0,Singular matrix
0100110001111101,0,inf,-inf,0,Singular matrix
0100110001111110,0,inf,-inf,0,Singular matrix
0100110001111111,0,inf,-inf,0,Singular matrix
0100110010000000,1,262.833751,-62.833751,57,
0100110010000001,0,inf,-inf,0,Singular matrix
0100110010000010,1,238.856753,-38.856753,57,
0100110010000011,0,inf,-inf,0,Singular matrix
0100110010000100,1,262.833751,-62.833751,57,
0100110010000101,0,inf,-inf,0,Singular matrix
0100110010000110,1,238.856753,-38.856753,57,
0100110010000111,0,inf,-inf,0,Singular matrix
0100110010001000,1,262.833751,-62.833751,57,
0100110010001001,0,inf,-inf,0,Singular matrix
0100110010001010,1,238.856753,-38.856753,57,
0100110010001011,0,inf,-inf,0,Singular matrix
0100110010001100,1,262.833751,-62.833751,57,
0100110010001101,0,inf,-inf,0,Singular matrix
0100110010001110,1,238.856753,-38.856753,57,
0100110010001111,0,inf,-inf,0,Singular matrix
0100110010010000,0,inf,-inf,0,Singular matrix
0100110010010001,0,inf,-inf,0,Singular matrix
0100110010010010,0,inf,-inf,0,Singular matrix
0100110010010011,0,inf,-inf,0,Singular matrix
0100110010010100,0,inf,-inf,0,Singular matrix
0100110010010101,0,inf,-inf,0,Singular matrix
0100110010010110,0,inf,-inf,0,Singular matrix
0100110010010111,0,inf,-inf,0,Singular matrix
0100110010011000,0,inf,-inf,0,Singular matrix
0100110010011001,0,inf,-inf,0,Singular matrix
0100110010011010,0,inf,-inf,0,Singular matrix
0100110010011011,0,inf,-inf,0,Singular matrix
0100110010011100,0,inf,-inf,0,Singular matrix
0100110010011101,0,inf,-inf,0,Singular matrix
0100110010011110,0,inf,-inf,0,Singular matrix
0100110010011111,0,inf,-inf,0,Singular matrix
0100110010100000,1,202.570671,-2.570671,60,
