strategy,feasible,expected_profit,expected_cost
0010100110100111,0,,
0010100110101000,1,-27.35602,227.35602
0010100110101001,0,,
0010100110101010,1,-15.534651,215.534651
0010100110101011,0,,
0010100110101100,0,,
0010100110101101,0,,
0010100110101110,0,,
0010100110101111,0,,
0010100110110000,0,,
0010100110110001,0,,
0010100110110010,0,,
0010100110110011,0,,
0010100110110100,0,,
0010100110110101,0,,
0010100110110110,0,,
0010100110110111,0,,
0010100110111000,0,,
0010100110111001,0,,
0010100110111010,0,,
0010100110111011,0,,
0010100110111100,0,,
0010100110111101,0,,
0010100110111110,0,,
0010100110111111,0,,
0010100111000000,1,-7.537461,207.537461
0010100111000001,0,,
0010100111000010,1,-0.898229,200.898229
0010100111000011,0,,
0010100111000100,1,-7.537461,207.537461
0010100111000101,0,,
0010100111000110,1,-0.898229,200.898229
0010100111000111,0,,
0010100111001000,0,,
0010100111001001,0,,
0010100111001010,0,,
0010100111001011,0,,
0010100111001100,0,,
0010100111001101,0,,
0010100111001110,0,,
0010100111001111,0,,
0010100111010000,0,,
0010100111010001,0,,
0010100111010010,0,,
0010100111010011,0,,
0010100111010100,0,,
0010100111010101,0,,
0010100111010110,0,,
0010100111010111,0,,
0010100111011000,0,,
0010100111011001,0,,
0010100111011010,0,,
0010100111011011,0,,
0010100111011100,0,,
0010100111011101,0,,
0010100111011110,0,,
0010100111011111,0,,
0010100111100000,1,25.783332,174.216668
0010100111100001,1,40.760555,159.239445
0010100111100010,1,23.56111,176.43889
0010100111100011,1,38.538333,161.461667
0010100111100100,0,,
0010100111100101,0,,
0010100111100110,0,,
0010100111100111,0,,
0010100111101000,0,,
0010100111101001,0,,
0010100111101010,0,,
0010100111101011,0,,
0010100111101100,0,,
0010100111101101,0,,
0010100111101110,0,,
0010100111101111,0,,
0010100111110000,0,,
0010100111110001,0,,
0010100111110010,0,,
0010100111110011,0,,
0010100111110100,0,,
0010100111110101,0,,
0010100111110110,0,,
0010100111110111,0,,
0010100111111000,0,,
0010100111111001,0,,
0010100111111010,0,,
0010100111111011,0,,
0010100111111100,0,,
0010100111111101,0,,
0010100111111110,0,,
0010100111111111,0,,
0010101000000000,1,-130.541981,330.541981
0010101000000001,0,,
0010101000000010,1,-82.782038,282.782038
0010101000000011,0,,
0010101000000100,1,-130.541981,330.541981
0010101000000101,0,,
0010101000000110,1,-82.782038,282.782038
0010101000000111,0,,
0010101000001000,1,-130.541981,330.541981
0010101000001001,0,,
0010101000001010,1,-82.782038,282.782038
0010101000001011,0,,
0010101000001100,1,-130.541981,330.541981
0010101000001101,0,,
0010101000001110,1,-82.782038,282.782038
0010101000001111,0,,
0010101000010000,1,-130.541981,330.541981
0010101000010001,0,,
0010101000010010,1,-82.782038,282.782038
0010101000010011,0,,
0010101000010100,1,-130.541981,330.541981
0010101000010101,0,,
0010101000010110,1,-82.782038,282.782038
0010101000010111,0,,
0010101000011000,1,-130.541981,330.541981
0010101000011001,0,,
0010101000011010,1,-82.782038,282.782038
0010101000011011,0,,
0010101000011100,1,-130.541981,330.541981
0010101000011101,0,,
0010101000011110,1,-82.782038,282.782038
0010101000011111,0,,
0010101000100000,1,-85.1764,285.1764
0010101000100001,0,,
0010101000100010,1,-54.090846,254.090846
0010101000100011,0,,
0010101000100100,0,,
0010101000100101,0,,
0010101000100110,0,,
0010101000100111,0,,
0010101000101000,1,-85.1764,285.1764
0010101000101001,0,,
0010101000101010,1,-54.090846,254.090846
0010101000101011,0,,
0010101000101100,0,,
0010101000101101,0,,
0010101000101110,0,,
0010101000101111,0,,
0010101000110000,1,-85.1764,285.1764
0010101000110001,0,,
0010101000110010,1,-54.090846,254.090846
0010101000110011,0,,
0010101000110100,0,,
0010101000110101,0,,
0010101000110110,0,,
0010101000110111,0,,
0010101000111000,1,-85.1764,285.1764
0010101000111001,0,,
0010101000111010,1,-54.090846,254.090846
0010101000111011,0,,
0010101000111100,0,,
0010101000111101,0,,
0010101000111110,0,,
0010101000111111,0,,
0010101001000000,1,-62.833751,262.833751
0010101001000001,0,,
0010101001000010,1,-38.856753,238.856753
0010101001000011,0,,
0010101001000100,1,-62.833751,262.833751
0010101001000101,0,,
0010101001000110,1,-38.856753,238.856753
0010101001000111,0,,
0010101001001000,0,,
0010101001001001,0,,
0010101001001010,0,,
0010101001001011,0,,
0010101001001100,0,,
0010101001001101,0,,
0010101001001110,0,,
0010101001001111,0,,
0010101001010000,1,-62.833751,262.833751
0010101001010001,0,,
0010101001010010,1,-38.856753,238.856753
0010101001010011,0,,
0010101001010100,1,-62.833751,262.833751
0010101001010101,0,,
0010101001010110,1,-38.856753,238.856753
0010101001010111,0,,
0010101001011000,0,,
0010101001011001,0,,
0010101001011010,0,,
0010101001011011,0,,
0010101001011100,0,,
0010101001011101,0,,
0010101001011110,0,,
0010101001011111,0,,
0010101001100000,1,-23.5476,223.5476
0010101001100001,0,,
0010101001100010,1,-11.726231,211.726231
0010101001100011,0,,
0010101001100100,0,,
0010101001100101,0,,
0010101001100110,0,,
0010101001100111,0,,
0010101001101000,0,,
0010101001101001,0,,
0010101001101010,0,,
0010101001101011,0,,
0010101001101100,0,,
0010101001101101,0,,
0010101001101110,0,,
0010101001101111,0,,
0010101001110000,1,-23.5476,223.5476
0010101001110001,0,,
0010101001110010,1,-11.726231,211.726231
0010101001110011,0,,
0010101001110100,0,,
0010101001110101,0,,
0010101001110110,0,,
0010101001110111,0,,
0010101001111000,0,,
0010101001111001,0,,
0010101001111010,0,,
0010101001111011,0,,
0010101001111100,0,,
0010101001111101,0,,
0010101001111110,0,,
0010101001111111,0,,
0010101010000000,1,-63.92186,263.92186
0010101010000001,0,,
0010101010000010,1,-39.944861,239.944861
0010101010000011,0,,
0010101010000100,1,-63.92186,263.92186
0010101010000101,0,,
0010101010000110,1,-39.944861,239.944861
0010101010000111,0,,
0010101010001000,1,-63.92186,263.92186
0010101010001001,0,,
0010101010001010,1,-39.944861,239.944861
0010101010001011,0,,
0010101010001100,1,-63.92186,263.92186
0010101010001101,0,,
0010101010001110,1,-39.944861,239.944861
0010101010001111,0,,
0010101010010000,0,,
0010101010010001,0,,
0010101010010010,0,,
0010101010010011,0,,
0010101010010100,0,,
0010101010010101,0,,
0010101010010110,0,,
0010101010010111,0,,
0010101010011000,0,,
0010101010011001,0,,
0010101010011010,0,,
0010101010011011,0,,
0010101010011100,0,,
0010101010011101,0,,
0010101010011110,0,,
0010101010011111,0,,
0010101010100000,1,-24.428968,224.428968
0010101010100001,0,,
0010101010100010,1,-12.607599,212.607599
0010101010100011,0,,
0010101010100100,0,,
0010101010100101,0,,
0010101010100110,0,,
0010101010100111,0,,
0010101010101000,1,-24.428968,224.428968
0010101010101001,0,,
0010101010101010,1,-12.607599,212.607599
0010101010101011,0,,
0010101010101100,0,,
0010101010101101,0,,
0010101010101110,0,,
0010101010101111,0,,
0010101010110000,0,,
0010101010110001,0,,
0010101010110010,0,,
0010101010110011,0,,
0010101010110100,0,,
0010101010110101,0,,
0010101010110110,0,,
0010101010110111,0,,
0010101010111000,0,,
0010101010111001,0,,
0010101010111010,0,,
0010101010111011,0,,
0010101010111100,0,,
0010101010111101,0,,
0010101010111110,0,,
0010101010111111,0,,
0010101011000000,1,-5.403639,205.403639
0010101011000001,0,,
0010101011000010,1,1.235592,198.764408
0010101011000011,0,,
0010101011000100,1,-5.403639,205.403639
0010101011000101,0,,
0010101011000110,1,1.235592,198.764408
0010101011000111,0,,
0010101011001000,0,,
0010101011001001,0,,
0010101011001010,0,,
0010101011001011,0,,
0010101011001100,0,,
0010101011001101,0,,
0010101011001110,0,,
0010101011001111,0,,
0010101011010000,0,,
0010101011010001,0,,
0010101011010010,0,,
0010101011010011,0,,
0010101011010100,0,,
0010101011010101,0,,
0010101011010110,0,,
0010101011010111,0,,
0010101011011000,0,,
0010101011011001,0,,
0010101011011010,0,,
0010101011011011,0,,
0010101011011100,0,,
0010101011011101,0,,
0010101011011110,0,,
0010101011011111,0,,
0010101011100000,1,27.917154,172.082846
0010101011100001,1,42.680994,157.319006
0010101011100010,1,25.694931,174.305069
0010101011100011,1,40.458772,159.541228
0010101011100100,0,,
0010101011100101,0,,
0010101011100110,0,,
0010101011100111,0,,
0010101011101000,0,,
0010101011101001,0,,
0010101011101010,0,,
0010101011101011,0,,
0010101011101100,0,,
0010101011101101,0,,
0010101011101110,0,,
0010101011101111,0,,
0010101011110000,0,,
0010101011110001,0,,
0010101011110010,0,,
0010101011110011,0,,
0010101011110100,0,,
0010101011110101,0,,
0010101011110110,0,,
0010101011110111,0,,
0010101011111000,0,,
0010101011111001,0,,
0010101011111010,0,,
0010101011111011,0,,
0010101011111100,0,,
0010101011111101,0,,
0010101011111110,0,,
0010101011111111,0,,
0010101100000000,1,-101.747542,301.747542
0010101100000001,0,,
0010101100000010,1,-62.763594,262.763594
0010101100000011,0,,
0010101100000100,1,-101.747542,301.747542
0010101100000101,0,,
0010101100000110,1,-62.763594,262.763594
0010101100000111,0,,
0010101100001000,1,-101.747542,301.747542
0010101100001001,0,,
0010101100001010,1,-62.763594,262.763594
0010101100001011,0,,
0010101100001100,1,-101.747542,301.747542
0010101100001101,0,,
0010101100001110,1,-62.763594,262.763594
0010101100001111,0,,
0010101100010000,1,-101.747542,301.747542
0010101100010001,0,,
0010101100010010,1,-62.763594,262.763594
0010101100010011,0,,
0010101100010100,1,-101.747542,301.747542
0010101100010101,0,,
0010101100010110,1,-62.763594,262.763594
0010101100010111,0,,
0010101100011000,1,-101.747542,301.747542
0010101100011001,0,,
0010101100011010,1,-62.763594,262.763594
0010101100011011,0,,
0010101100011100,1,-101.747542,301.747542
0010101100011101,0,,
0010101100011110,1,-62.763594,262.763594
0010101100011111,0,,
0010101100100000,1,-84.660165,284.660165
0010101100100001,0,,
0010101100100010,1,-53.574612,253.574612
0010101100100011,0,,
0010101100100100,1,-80.117298,280.117298
0010101100100101,0,,
0010101100100110,1,-49.031744,249.031744
0010101100100111,0,,
0010101100101000,1,-84.660165,284.660165
0010101100101001,0,,
0010101100101010,1,-53.574612,253.574612
0010101100101011,0,,
0010101100101100,1,-80.117298,280.117298
0010101100101101,0,,
0010101100101110,1,-49.031744,249.031744
0010101100101111,0,,
0010101100110000,1,-84.660165,284.660165
0010101100110001,0,,
0010101100110010,1,-53.574612,253.574612
0010101100110011,0,,
0010101100110100,1,-80.117298,280.117298
0010101100110101,0,,
0010101100110110,1,-49.031744,249.031744
0010101100110111,0,,
0010101100111000,1,-84.660165,284.660165
0010101100111001,0,,
0010101100111010,1,-53.574612,253.574612
0010101100111011,0,,
0010101100111100,1,-80.117298,280.117298
0010101100111101,0,,
0010101100111110,1,-49.031744,249.031744
0010101100111111,0,,
0010101101000000,1,-38.571741,238.571741
0010101101000001,0,,
0010101101000010,1,-20.992442,220.992442
0010101101000011,0,,
0010101101000100,1,-38.571741,238.571741
0010101101000101,0,,
0010101101000110,1,-20.992442,220.992442
0010101101000111,0,,
0010101101001000,0,,
0010101101001001,0,,
0010101101001010,0,,
0010101101001011,0,,
0010101101001100,0,,
0010101101001101,0,,
0010101101001110,0,,
0010101101001111,0,,
0010101101010000,1,-38.571741,238.571741
0010101101010001,0,,
0010101101010010,1,-20.992442,220.992442
0010101101010011,0,,
0010101101010100,1,-38.571741,238.571741
0010101101010101,0,,
0010101101010110,1,-20.992442,220.992442
0010101101010111,0,,
0010101101011000,0,,
0010101101011001,0,,
0010101101011010,0,,
0010101101011011,0,,
0010101101011100,0,,
0010101101011101,0,,
0010101101011110,0,,
0010101101011111,0,,
0010101101100000,1,-23.171265,223.171265
0010101101100001,0,,
0010101101100010,1,-11.349896,211.349896
0010101101100011,0,,
0010101101100100,1,-19.859514,219.859514
0010101101100101,0,,
0010101101100110,1,-8.038145,208.038145
0010101101100111,0,,
0010101101101000,0,,
0010101101101001,0,,
0010101101101010,0,,
0010101101101011,0,,
0010101101101100,0,,
0010101101101101,0,,
0010101101101110,0,,
0010101101101111,0,,
0010101101110000,1,-23.171265,223.171265
0010101101110001,0,,
0010101101110010,1,-11.349896,211.349896
0010101101110011,0,,
0010101101110100,1,-19.859514,219.859514
0010101101110101,0,,
0010101101110110,1,-8.038145,208.038145
0010101101110111,0,,
0010101101111000,0,,
0010101101111001,0,,
0010101101111010,0,,
0010101101111011,0,,
0010101101111100,0,,
0010101101111101,0,,
0010101101111110,0,,
0010101101111111,0,,
0010101110000000,1,-39.551038,239.551038
0010101110000001,0,,
0010101110000010,1,-21.97174,221.97174
0010101110000011,0,,
0010101110000100,1,-39.551038,239.551038
0010101110000101,0,,
0010101110000110,1,-21.97174,221.97174
0010101110000111,0,,
0010101110001000,1,-39.551038,239.551038
0010101110001001,0,,
0010101110001010,1,-21.97174,221.97174
0010101110001011,0,,
0010101110001100,1,-39.551038,239.551038
0010101110001101,0,,
0010101110001110,1,-21.97174,221.97174
0010101110001111,0,,
0010101110010000,0,,
0010101110010001,0,,
0010101110010010,0,,
0010101110010011,0,,
0010101110010100,0,,
0010101110010101,0,,
0010101110010110,0,,
0010101110010111,0,,
0010101110011000,0,,
0010101110011001,0,,
0010101110011010,0,,
0010101110011011,0,,
0010101110011100,0,,
0010101110011101,0,,
0010101110011110,0,,
0010101110011111,0,,
0010101110100000,1,-24.052632,224.052632
0010101110100001,0,,
0010101110100010,1,-12.231264,212.231264
0010101110100011,0,,
0010101110100100,1,-20.740882,220.740882
0010101110100101,0,,
0010101110100110,1,-8.919513,208.919513
0010101110100111,0,,
0010101110101000,1,-24.052632,224.052632
0010101110101001,0,,
0010101110101010,1,-12.231264,212.231264
0010101110101011,0,,
0010101110101100,1,-20.740882,220.740882
0010101110101101,0,,
0010101110101110,1,-8.919513,208.919513
0010101110101111,0,,
0010101110110000,0,,
0010101110110001,0,,
0010101110110010,0,,
0010101110110011,0,,
0010101110110100,0,,
0010101110110101,0,,
0010101110110110,0,,
0010101110110111,0,,
0010101110111000,0,,
0010101110111001,0,,
0010101110111010,0,,
0010101110111011,0,,
0010101110111100,0,,
0010101110111101,0,,
0010101110111110,0,,
0010101110111111,0,,
0010101111000000,1,14.74715,185.25285
0010101111000001,0,,
0010101111000010,1,16.722458,183.277542
0010101111000011,0,,
0010101111000100,1,14.74715,185.25285
0010101111000101,0,,
0010101111000110,1,16.722458,183.277542
0010101111000111,0,,
0010101111001000,0,,
0010101111001001,0,,
0010101111001010,0,,
0010101111001011,0,,
0010101111001100,0,,
0010101111001101,0,,
0010101111001110,0,,
0010101111001111,0,,
0010101111010000,0,,
0010101111010001,0,,
0010101111010010,0,,
0010101111010011,0,,
0010101111010100,0,,
0010101111010101,0,,
0010101111010110,0,,
0010101111010111,0,,
0010101111011000,0,,
0010101111011001,0,,
0010101111011010,0,,
0010101111011011,0,,
0010101111011100,0,,
0010101111011101,0,,
0010101111011110,0,,
0010101111011111,0,,
0010101111100000,1,28.191502,171.808498
0010101111100001,1,42.927907,157.072093
0010101111100010,1,25.96928,174.03072
0010101111100011,1,40.705685,159.294315
0010101111100100,1,30.605768,169.394232
0010101111100101,1,45.100747,154.899253
0010101111100110,1,28.383546,171.616454
0010101111100111,1,42.878525,157.121475
0010101111101000,0,,
0010101111101001,0,,
0010101111101010,0,,
0010101111101011,0,,
0010101111101100,0,,
0010101111101101,0,,
0010101111101110,0,,
0010101111101111,0,,
0010101111110000,0,,
0010101111110001,0,,
0010101111110010,0,,
0010101111110011,0,,
0010101111110100,0,,
0010101111110101,0,,
0010101111110110,0,,
0010101111110111,0,,
0010101111111000,0,,
0010101111111001,0,,
0010101111111010,0,,
0010101111111011,0,,
0010101111111100,0,,
0010101111111101,0,,
0010101111111110,0,,
0010101111111111,0,,
0010110000000000,1,-134.557142,334.557142
0010110000000001,0,,
0010110000000010,1,-86.797199,286.797199
0010110000000011,0,,
0010110000000100,1,-134.557142,334.557142
0010110000000101,0,,
0010110000000110,1,-86.797199,286.797199
0010110000000111,0,,
0010110000001000,1,-134.557142,334.557142
0010110000001001,0,,
0010110000001010,1,-86.797199,286.797199
0010110000001011,0,,
0010110000001100,1,-134.557142,334.557142
0010110000001101,0,,
0010110000001110,1,-86.797199,286.797199
0010110000001111,0,,
0010110000010000,1,-134.557142,334.557142
0010110000010001,0,,
0010110000010010,1,-86.797199,286.797199
0010110000010011,0,,
0010110000010100,1,-134.557142,334.557142
0010110000010101,0,,
0010110000010110,1,-86.797199,286.797199
0010110000010111,0,,
0010110000011000,1,-134.557142,334.557142
0010110000011001,0,,
0010110000011010,1,-86.797199,286.797199
0010110000011011,0,,
0010110000011100,1,-134.557142,334.557142
0010110000011101,0,,
0010110000011110,1,-86.797199,286.797199
0010110000011111,0,,
0010110000100000,1,-62.96281,262.96281
0010110000100001,0,,
0010110000100010,1,-38.985812,238.985812
0010110000100011,0,,
0010110000100100,0,,
0010110000100101,0,,
0010110000100110,0,,
0010110000100111,0,,
0010110000101000,1,-62.96281,262.96281
0010110000101001,0,,
0010110000101010,1,-38.985812,238.985812
0010110000101011,0,,
0010110000101100,0,,
0010110000101101,0,,
0010110000101110,0,,
0010110000101111,0,,
0010110000110000,1,-62.96281,262.96281
0010110000110001,0,,
0010110000110010,1,-38.985812,238.985812
0010110000110011,0,,
0010110000110100,0,,
0010110000110101,0,,
0010110000110110,0,,
0010110000110111,0,,
0010110000111000,1,-62.96281,262.96281
0010110000111001,0,,
0010110000111010,1,-38.985812,238.985812
0010110000111011,0,,
0010110000111100,0,,
0010110000111101,0,,
0010110000111110,0,,
0010110000111111,0,,
0010110001000000,1,-91.153254,291.153254
0010110001000001,0,,
0010110001000010,1,-60.0677,260.0677
0010110001000011,0,,
0010110001000100,1,-91.153254,291.153254
0010110001000101,0,,
0010110001000110,1,-60.0677,260.0677
0010110001000111,0,,
0010110001001000,0,,
0010110001001001,0,,
0010110001001010,0,,
0010110001001011,0,,
0010110001001100,0,,
0010110001001101,0,,
